Samples    bulk_nnd_Ang    site_nnd_Ang    r_d_Ang    V_ad^2    CN    site_no    epsilon_d_eV    W_d_eV    W_eV    IP_eV    EA_eV    f_d    f_sp    PE    DOS_d_eV^(-1)    DOS_sp_eV^(-1)    Reference
Pt7Rh_SG225_211_1_top-t-4    2.825    2.782    0.99    3.32    9.0    1    -1.351    2.15    5.697    7.459    1.143    7.837    1.258    2.28    2.929    0.132    this work
Pt7Rh_SG225_211_2_bridge1-s-1    2.825    2.782    1.015    3.61    8.0    2    -1.645    2.006    5.624    8.209    1.634    8.378    1.141    2.28    2.17    0.164    this work
Pt7Rh_SG225_211_2_bridge1-s-2    2.825    2.788    1.04    3.9    8.0    2    -2.026    1.974    5.624    8.959    2.125    8.782    1.121    2.28    1.659    0.159    this work
Pt7Rh_SG225_211_2_bridge1-s-3    2.825    2.793    1.04    3.9    8.0    2    -2.008    1.992    5.624    8.959    2.125    8.823    1.155    2.28    1.706    0.161    this work
Pt7Rh_SG225_211_2_bridge1-s-4    2.825    2.797    1.04    3.9    8.0    2    -1.994    1.978    5.624    8.959    2.125    8.814    1.143    2.28    1.672    0.165    this work
Pt7Rh_SG225_211_2_bridge1-t-1    2.825    2.823    1.04    3.9    9.5    2    -2.132    2.066    5.624    8.959    2.125    8.776    1.185    2.28    1.583    0.116    this work
Pt7Rh_SG225_211_2_bridge1-t-2    2.825    2.814    1.015    3.61    9.5    2    -1.702    2.163    5.624    8.209    1.634    8.352    1.232    2.28    2.16    0.124    this work
Pt7Rh_SG225_211_2_bridge1-t-3    2.825    2.824    1.04    3.9    9.5    2    -2.133    2.074    5.624    8.959    2.125    8.755    1.2    2.28    1.62    0.113    this work
Pt7Rh_SG225_211_2_bridge1-t-4    2.825    2.83    1.04    3.9    9.5    2    -2.111    2.077    5.624    8.959    2.125    8.788    1.21    2.28    1.603    0.114    this work
Pt7Rh_SG225_211_2_bridge2-s-1    2.825    2.764    1.015    3.61    7.0    2    -1.563    1.928    5.624    8.209    1.634    8.373    1.096    2.28    2.094    0.191    this work
Pt7Rh_SG225_211_2_bridge2-s-2    2.825    2.78    1.04    3.9    7.0    2    -1.909    1.902    5.624    8.959    2.125    8.846    1.101    2.28    1.655    0.196    this work
Pt7Rh_SG225_211_2_bridge2-t-1    2.825    2.805    1.04    3.9    9.0    2    -2.108    2.052    5.624    8.959    2.125    8.787    1.166    2.28    1.735    0.132    this work
Pt7Rh_SG225_211_2_bridge2-t-2    2.825    2.805    1.04    3.9    9.0    2    -2.108    2.052    5.624    8.959    2.125    8.787    1.166    2.28    1.735    0.132    this work
Pt7Rh_SG225_211_2_bridge2-t-3    2.825    2.81    1.04    3.9    9.0    2    -2.093    2.068    5.624    8.959    2.125    8.79    1.197    2.28    1.723    0.13    this work
Pt7Rh_SG225_211_2_bridge2-t-4    2.825    2.81    1.04    3.9    9.0    2    -2.093    2.068    5.624    8.959    2.125    8.79    1.197    2.28    1.723    0.13    this work
Pt7Rh_SG225_211_2_fcc-s-1    2.825    2.793    1.04    3.9    8.333    3    -2.053    2.0    5.624    8.959    2.125    8.783    1.136    2.28    1.684    0.15    this work
Pt7Rh_SG225_211_2_fcc-s-2    2.825    2.79    1.023    3.707    8.333    3    -1.799    2.022    5.624    8.459    1.798    8.515    1.149    2.28    2.025    0.154    this work
Pt7Rh_SG225_211_2_fcc-s-3    2.825    2.801    1.04    3.9    8.333    3    -2.027    2.008    5.624    8.959    2.125    8.806    1.161    2.28    1.689    0.153    this work
Pt7Rh_SG225_211_2_fcc-s-4    2.825    2.798    1.04    3.9    8.333    3    -2.036    2.017    5.624    8.959    2.125    8.812    1.169    2.28    1.712    0.151    this work
Pt7Rh_SG225_211_2_fcc-t-1    2.825    2.823    1.023    3.707    9.667    3    -1.853    2.135    5.624    8.459    1.798    8.49    1.223    2.28    1.917    0.116    this work
Pt7Rh_SG225_211_2_fcc-t-2    2.825    2.833    1.04    3.9    9.667    3    -2.131    2.078    5.624    8.959    2.125    8.766    1.208    2.28    1.574    0.108    this work
Pt7Rh_SG225_211_2_four-fold-s-1    2.825    2.804    1.028    3.755    8.5    4    -1.857    2.006    5.624    8.584    1.879    8.563    1.154    2.28    1.797    0.144    this work
Pt7Rh_SG225_211_2_four-fold-s-2    2.825    2.806    1.028    3.755    8.5    4    -1.817    2.039    5.624    8.584    1.879    8.594    1.176    2.28    1.832    0.152    this work
Pt7Rh_SG225_211_2_hcp-s-1    2.825    2.778    1.023    3.707    7.667    3    -1.744    1.97    5.624    8.459    1.798    8.511    1.119    2.28    1.974    0.172    this work
Pt7Rh_SG225_211_2_hcp-s-2    2.825    2.79    1.04    3.9    7.667    3    -1.97    1.957    5.624    8.959    2.125    8.828    1.133    2.28    1.678    0.174    this work
Pt7Rh_SG225_211_2_hcp-t-1    2.825    2.811    1.023    3.707    9.333    3    -1.837    2.126    5.624    8.459    1.798    8.497    1.21    2.28    2.018    0.127    this work
Pt7Rh_SG225_211_2_hcp-t-2    2.825    2.817    1.04    3.9    9.333    3    -2.124    2.062    5.624    8.959    2.125    8.78    1.179    2.28    1.634    0.121    this work
Pt7Rh_SG225_211_2_hcp-t-3    2.825    2.823    1.04    3.9    9.333    3    -2.105    2.074    5.624    8.959    2.125    8.789    1.206    2.28    1.643    0.119    this work
Pt7Rh_SG225_211_2_hcp-t-4    2.825    2.819    1.04    3.9    9.333    3    -2.119    2.072    5.624    8.959    2.125    8.767    1.199    2.28    1.654    0.119    this work
Pt7Rh_SG225_211_2_top-s-1    2.825    2.759    0.99    3.32    7.0    1    -1.181    1.96    5.624    7.459    1.143    7.97    1.116    2.28    2.605    0.196    this work
Pt7Rh_SG225_211_2_top-s-2    2.825    2.77    1.04    3.9    7.0    1    -1.944    1.896    5.624    8.959    2.125    8.776    1.076    2.28    1.583    0.186    this work
Pt7Rh_SG225_211_2_top-s-3    2.825    2.776    1.04    3.9    7.0    1    -1.922    1.915    5.624    8.959    2.125    8.855    1.113    2.28    1.688    0.193    this work
Pt7Rh_SG225_211_2_top-s-4    2.825    2.784    1.04    3.9    7.0    1    -1.895    1.888    5.624    8.959    2.125    8.837    1.09    2.28    1.621    0.2    this work
Pt7Rh_SG225_211_2_top-t-1    2.825    2.805    1.04    3.9    9.0    1    -2.108    2.052    5.624    8.959    2.125    8.787    1.166    2.28    1.735    0.132    this work
Pt7Rh_SG225_211_2_top-t-2    2.825    2.805    1.04    3.9    9.0    1    -2.108    2.052    5.624    8.959    2.125    8.787    1.166    2.28    1.735    0.132    this work
Pt7Rh_SG225_211_2_top-t-3    2.825    2.81    1.04    3.9    9.0    1    -2.093    2.068    5.624    8.959    2.125    8.79    1.197    2.28    1.723    0.13    this work
Pt7Rh_SG225_211_2_top-t-4    2.825    2.81    1.04    3.9    9.0    1    -2.093    2.068    5.624    8.959    2.125    8.79    1.197    2.28    1.723    0.13    this work
PtRh3_SG221_211_1_bridge1-s-1    2.753    2.723    0.99    3.32    8.0    2    -1.344    2.211    5.155    7.459    1.143    7.98    1.096    2.28    2.222    0.175    this work
PtRh3_SG221_211_1_bridge1-s-2    2.753    2.73    1.015    3.61    8.0    2    -1.771    2.104    5.155    8.209    1.634    8.347    1.051    2.28    1.741    0.169    this work
PtRh3_SG221_211_1_bridge1-t-1    2.753    2.744    0.99    3.32    9.5    2    -1.441    2.386    5.155    7.459    1.143    7.921    1.189    2.28    2.155    0.116    this work
PtRh3_SG221_211_1_bridge1-t-2    2.753    2.752    1.015    3.61    9.5    2    -1.868    2.279    5.155    8.209    1.634    8.288    1.144    2.28    1.674    0.111    this work
PtRh3_SG221_211_1_bridge2-s-1    2.753    2.716    0.99    3.32    7.0    2    -1.245    2.097    5.155    7.459    1.143    8.064    1.021    2.28    2.199    0.22    this work
PtRh3_SG221_211_1_bridge2-s-2    2.753    2.716    0.99    3.32    7.0    2    -1.245    2.097    5.155    7.459    1.143    8.064    1.021    2.28    2.199    0.22    this work
PtRh3_SG221_211_1_bridge2-t    2.753    2.738    1.015    3.61    9.0    2    -1.87    2.218    5.155    8.209    1.634    8.264    1.126    2.28    1.763    0.124    this work
PtRh3_SG221_211_1_fcc-s    2.753    2.73    1.007    3.513    8.333    3    -1.662    2.178    5.155    7.959    1.47    8.197    1.091    2.28    1.909    0.156    this work
PtRh3_SG221_211_1_fcc-t-1    2.753    2.754    1.007    3.513    9.667    3    -1.724    2.335    5.155    7.959    1.47    8.174    1.165    2.28    1.805    0.108    this work
PtRh3_SG221_211_1_fcc-t-2    2.753    2.749    0.99    3.32    9.667    3    -1.44    2.406    5.155    7.459    1.143    7.929    1.195    2.28    2.125    0.112    this work
PtRh3_SG221_211_1_four-fold-s-1    2.753    2.737    0.99    3.32    8.5    4    -1.342    2.272    5.155    7.459    1.143    8.004    1.114    2.28    2.133    0.162    this work
PtRh3_SG221_211_1_four-fold-s-2    2.753    2.737    0.99    3.32    8.5    4    -1.342    2.272    5.155    7.459    1.143    8.004    1.114    2.28    2.133    0.162    this work
PtRh3_SG221_211_1_hcp-s-1    2.753    2.725    1.007    3.513    7.667    3    -1.596    2.102    5.155    7.959    1.47    8.253    1.041    2.28    1.894    0.186    this work
PtRh3_SG221_211_1_hcp-s-2    2.753    2.72    0.99    3.32    7.667    3    -1.311    2.173    5.155    7.459    1.143    8.008    1.071    2.28    2.214    0.19    this work
PtRh3_SG221_211_1_hcp-t    2.753    2.744    1.007    3.513    9.333    3    -1.726    2.294    5.155    7.959    1.47    8.158    1.153    2.28    1.864    0.117    this work
PtRh3_SG221_211_1_top-s    2.753    2.716    0.99    3.32    7.0    1    -1.245    2.097    5.155    7.459    1.143    8.064    1.021    2.28    2.199    0.22    this work
PtRh3_SG221_211_1_top-t-1    2.753    2.73    0.99    3.32    9.0    1    -1.444    2.325    5.155    7.459    1.143    7.897    1.17    2.28    2.244    0.129    this work
PtRh3_SG221_211_1_top-t-2    2.753    2.745    1.04    3.9    9.0    1    -2.297    2.112    5.155    8.959    2.125    8.63    1.082    2.28    1.283    0.118    this work
PtRh3_SG221_211_2_bridge1-s-1    2.753    2.726    1.015    3.61    8.0    2    -1.773    2.079    5.312    8.209    1.634    8.328    1.086    2.28    1.645    0.172    this work
PtRh3_SG221_211_2_bridge1-s-2    2.753    2.716    0.99    3.32    8.0    2    -1.366    2.221    5.312    7.459    1.143    7.952    1.114    2.28    2.148    0.175    this work
PtRh3_SG221_211_2_bridge1-t-1    2.753    2.743    0.99    3.32    9.5    2    -1.447    2.378    5.312    7.459    1.143    7.898    1.192    2.28    1.919    0.119    this work
PtRh3_SG221_211_2_bridge1-t-2    2.753    2.746    1.015    3.61    9.5    2    -1.92    2.287    5.312    8.209    1.634    8.25    1.131    2.28    1.618    0.108    this work
PtRh3_SG221_211_2_bridge2-s    2.753    2.715    1.015    3.61    7.0    2    -1.691    1.957    5.312    8.209    1.634    8.386    1.039    2.28    1.712    0.214    this work
PtRh3_SG221_211_2_bridge2-t-1    2.753    2.727    0.99    3.32    9.0    2    -1.448    2.343    5.312    7.459    1.143    7.893    1.161    2.28    2.08    0.133    this work
PtRh3_SG221_211_2_bridge2-t-2    2.753    2.727    0.99    3.32    9.0    2    -1.448    2.343    5.312    7.459    1.143    7.893    1.161    2.28    2.08    0.133    this work
PtRh3_SG221_211_2_fcc-s-1    2.753    2.72    0.99    3.32    8.333    3    -1.393    2.262    5.312    7.459    1.143    7.932    1.13    2.28    2.126    0.161    this work
PtRh3_SG221_211_2_fcc-s-2    2.753    2.726    1.007    3.513    8.333    3    -1.665    2.167    5.312    7.959    1.47    8.183    1.111    2.28    1.79    0.159    this work
PtRh3_SG221_211_2_fcc-t    2.753    2.75    1.007    3.513    9.667    3    -1.762    2.329    5.312    7.959    1.47    8.134    1.161    2.28    1.665    0.107    this work
PtRh3_SG221_211_2_four-fold-s    2.753    2.738    1.015    3.61    8.5    4    -1.805    2.139    5.312    8.209    1.634    8.321    1.1    2.28    1.585    0.154    this work
PtRh3_SG221_211_2_hcp-s    2.753    2.719    1.007    3.513    7.667    3    -1.61    2.086    5.312    7.959    1.47    8.222    1.08    2.28    1.835    0.187    this work
PtRh3_SG221_211_2_hcp-t-1    2.753    2.74    1.007    3.513    9.333    3    -1.763    2.306    5.312    7.959    1.47    8.131    1.141    2.28    1.772    0.117    this work
PtRh3_SG221_211_2_hcp-t-2    2.753    2.738    0.99    3.32    9.333    3    -1.448    2.367    5.312    7.459    1.143    7.896    1.182    2.28    1.973    0.124    this work
PtRh3_SG221_211_2_top-s-1    2.753    2.724    1.04    3.9    7.0    1    -2.098    1.815    5.312    8.959    2.125    8.762    1.012    2.28    1.209    0.211    this work
PtRh3_SG221_211_2_top-s-2    2.753    2.705    0.99    3.32    7.0    1    -1.283    2.098    5.312    7.459    1.143    8.011    1.067    2.28    2.216    0.217    this work
PtRh3_SG221_211_2_top-t    2.753    2.727    0.99    3.32    9.0    1    -1.448    2.343    5.312    7.459    1.143    7.893    1.161    2.28    2.08    0.133    this work
PtRh7_SG225_211_1_bridge1-s-1    2.738    2.712    0.99    3.32    8.0    2    -1.386    2.194    5.117    7.459    1.143    7.926    1.056    2.28    2.056    0.181    this work
PtRh7_SG225_211_1_bridge1-s-2    2.738    2.708    0.99    3.32    8.0    2    -1.395    2.197    5.117    7.459    1.143    7.918    1.049    2.28    2.026    0.181    this work
PtRh7_SG225_211_1_bridge1-s-3    2.738    2.707    0.99    3.32    8.0    2    -1.406    2.211    5.117    7.459    1.143    7.938    1.081    2.28    2.069    0.177    this work
PtRh7_SG225_211_1_bridge1-s-4    2.738    2.718    1.015    3.61    8.0    2    -1.814    2.125    5.117    8.209    1.634    8.307    1.043    2.28    1.648    0.173    this work
PtRh7_SG225_211_1_bridge1-t-1    2.738    2.729    0.99    3.32    9.5    2    -1.489    2.387    5.117    7.459    1.143    7.871    1.139    2.28    1.933    0.119    this work
PtRh7_SG225_211_1_bridge1-t-2    2.738    2.725    0.99    3.32    9.5    2    -1.498    2.39    5.117    7.459    1.143    7.863    1.132    2.28    1.903    0.119    this work
PtRh7_SG225_211_1_bridge1-t-3    2.738    2.73    0.99    3.32    9.5    2    -1.495    2.397    5.117    7.459    1.143    7.874    1.173    2.28    1.966    0.114    this work
PtRh7_SG225_211_1_bridge1-t-4    2.738    2.741    1.015    3.61    9.5    2    -1.903    2.311    5.117    8.209    1.634    8.243    1.134    2.28    1.546    0.11    this work
PtRh7_SG225_211_1_bridge2-s-1    2.738    2.707    0.99    3.32    7.0    2    -1.275    2.084    5.117    7.459    1.143    7.973    0.992    2.28    2.107    0.226    this work
PtRh7_SG225_211_1_bridge2-s-2    2.738    2.707    0.99    3.32    7.0    2    -1.275    2.084    5.117    7.459    1.143    7.973    0.992    2.28    2.107    0.226    this work
PtRh7_SG225_211_1_bridge2-s-3    2.738    2.697    0.99    3.32    7.0    2    -1.304    2.11    5.117    7.459    1.143    7.96    1.01    2.28    2.118    0.227    this work
PtRh7_SG225_211_1_bridge2-s-4    2.738    2.697    0.99    3.32    7.0    2    -1.304    2.11    5.117    7.459    1.143    7.96    1.01    2.28    2.118    0.227    this work
PtRh7_SG225_211_1_bridge2-t-1    2.738    2.712    0.99    3.32    9.0    2    -1.506    2.308    5.117    7.459    1.143    7.872    1.113    2.28    1.975    0.135    this work
PtRh7_SG225_211_1_bridge2-t-2    2.738    2.728    1.015    3.61    9.0    2    -1.915    2.226    5.117    8.209    1.634    8.286    1.114    2.28    1.599    0.123    this work
PtRh7_SG225_211_1_fcc-s-1    2.738    2.71    0.99    3.32    8.333    3    -1.429    2.233    5.117    7.459    1.143    7.905    1.073    2.28    2.019    0.166    this work
PtRh7_SG225_211_1_fcc-s-2    2.738    2.718    1.007    3.513    8.333    3    -1.712    2.187    5.117    7.959    1.47    8.177    1.079    2.28    1.772    0.158    this work
PtRh7_SG225_211_1_fcc-t-1    2.738    2.731    0.99    3.32    9.667    3    -1.492    2.416    5.117    7.459    1.143    7.862    1.14    2.28    1.889    0.114    this work
PtRh7_SG225_211_1_fcc-t-2    2.738    2.733    0.99    3.32    9.667    3    -1.486    2.414    5.117    7.459    1.143    7.868    1.145    2.28    1.909    0.114    this work
PtRh7_SG225_211_1_fcc-t-3    2.738    2.742    1.007    3.513    9.667    3    -1.763    2.368    5.117    7.959    1.47    8.105    1.154    2.28    1.668    0.107    this work
PtRh7_SG225_211_1_fcc-t-4    2.738    2.734    0.99    3.32    9.667    3    -1.491    2.425    5.117    7.459    1.143    7.86    1.18    2.28    1.949    0.11    this work
PtRh7_SG225_211_1_four-fold-s-1    2.738    2.725    0.99    3.32    8.5    4    -1.379    2.283    5.117    7.459    1.143    7.902    1.093    2.28    2.01    0.164    this work
PtRh7_SG225_211_1_four-fold-s-2    2.738    2.725    0.99    3.32    8.5    4    -1.379    2.283    5.117    7.459    1.143    7.902    1.093    2.28    2.01    0.164    this work
PtRh7_SG225_211_1_four-fold-s-3    2.738    2.72    0.99    3.32    8.5    4    -1.393    2.29    5.117    7.459    1.143    7.911    1.084    2.28    1.99    0.165    this work
PtRh7_SG225_211_1_four-fold-s-4    2.738    2.72    0.99    3.32    8.5    4    -1.393    2.29    5.117    7.459    1.143    7.911    1.084    2.28    1.99    0.165    this work
PtRh7_SG225_211_1_hcp-s-1    2.738    2.707    0.99    3.32    7.667    3    -1.355    2.16    5.117    7.459    1.143    7.936    1.03    2.28    2.053    0.196    this work
PtRh7_SG225_211_1_hcp-s-2    2.738    2.71    0.99    3.32    7.667    3    -1.349    2.158    5.117    7.459    1.143    7.942    1.035    2.28    2.073    0.196    this work
PtRh7_SG225_211_1_hcp-s-3    2.738    2.711    1.007    3.513    7.667    3    -1.644    2.12    5.117    7.959    1.47    8.191    1.032    2.28    1.805    0.191    this work
PtRh7_SG225_211_1_hcp-s-4    2.738    2.704    0.99    3.32    7.667    3    -1.372    2.178    5.117    7.459    1.143    7.946    1.058    2.28    2.085    0.194    this work
PtRh7_SG225_211_1_hcp-t-1    2.738    2.722    0.99    3.32    9.333    3    -1.498    2.361    5.117    7.459    1.143    7.868    1.128    2.28    1.937    0.125    this work
