Samples    E_ads_eV    bulk_nnd_Ang    site_nnd_Ang    r_d_Ang    V_ad^2    CN    site_no    epsilon_d_eV    W_d_eV    W_eV    IP_eV    EA_eV    f_d    f_sp    PE    DOS_d_eV^(-1)    DOS_sp_eV^(-1)    Reference
CO_Pt@Rh_211_top-s-2    0.803    2.734    2.695    0.99    3.32    7.0    1    -1.293    2.108    5.191    7.459    1.143    7.953    1.01    2.28    2.157    0.231    10.1021/acscatal.8b04478
CO_Pt@Rh_211_top-t-1    0.894    2.734    2.714    0.99    3.32    9.0    1    -1.47    2.351    5.191    7.459    1.143    7.866    1.117    2.28    1.89    0.139    10.1021/acscatal.8b04478
CO_Pt@Rh_211_top-t-2    0.889    2.734    2.703    0.99    3.32    9.0    1    -1.492    2.361    5.191    7.459    1.143    7.858    1.093    2.28    1.878    0.136    10.1021/acscatal.8b04478
CO_PtRh_211_bridge1-s-3    1.008    2.783    2.749    1.015    3.61    8.0    2    -1.722    2.106    5.395    8.209    1.634    8.378    1.108    2.28    1.942    0.17    10.1021/acscatal.8b04478
CO_PtRh_211_bridge1-s-4    0.954    2.783    2.741    0.99    3.32    8.0    2    -1.325    2.173    5.395    7.459    1.143    7.982    1.156    2.28    2.437    0.176    10.1021/acscatal.8b04478
CO_PtRh_211_bridge1-t-1    0.959    2.783    2.77    0.99    3.32    9.5    2    -1.395    2.326    5.395    7.459    1.143    7.922    1.241    2.28    2.352    0.126    10.1021/acscatal.8b04478
CO_PtRh_211_bridge1-t-3    1.348    2.783    2.783    1.04    3.9    9.5    2    -2.243    2.176    5.395    8.959    2.125    8.707    1.13    2.28    1.436    0.109    10.1021/acscatal.8b04478
CO_PtRh_211_bridge1-t-4    1.147    2.783    2.775    1.015    3.61    9.5    2    -1.845    2.243    5.395    8.209    1.634    8.311    1.178    2.28    1.931    0.115    10.1021/acscatal.8b04478
CO_PtRh_211_bridge2-s-1    0.782    2.783    2.739    1.015    3.61    7.0    2    -1.617    1.974    5.395    8.209    1.634    8.421    1.065    2.28    1.865    0.212    10.1021/acscatal.8b04478
CO_PtRh_211_bridge2-s-2    0.725    2.783    2.739    1.015    3.61    7.0    2    -1.617    1.974    5.395    8.209    1.634    8.421    1.065    2.28    1.865    0.212    10.1021/acscatal.8b04478
CO_PtRh_211_bridge2-t-1    1.082    2.783    2.761    1.015    3.61    9.0    2    -1.809    2.22    5.395    8.209    1.634    8.33    1.166    2.28    2.02    0.134    10.1021/acscatal.8b04478
CO_PtRh_211_bridge2-t-2    1.025    2.783    2.761    1.015    3.61    9.0    2    -1.809    2.22    5.395    8.209    1.634    8.33    1.166    2.28    2.02    0.134    10.1021/acscatal.8b04478
CO_PtRh_211_bridge3-s-1    1.013    2.783    2.762    1.015    3.61    8.5    2    -1.758    2.129    5.395    8.209    1.634    8.359    1.12    2.28    1.853    0.151    10.1021/acscatal.8b04478
CO_PtRh_211_bridge3-s-2    0.936    2.783    2.769    1.015    3.61    8.5    2    -1.688    2.128    5.395    8.209    1.634    8.361    1.151    2.28    1.78    0.161    10.1021/acscatal.8b04478
CO_PtRh_211_fcc-s-2    0.98    2.783    2.75    1.007    3.513    8.333    3    -1.619    2.166    5.395    7.959    1.47    8.23    1.143    2.28    2.133    0.16    10.1021/acscatal.8b04478
CO_PtRh_211_hcp-s-1    0.911    2.783    2.744    1.007    3.513    7.667    3    -1.549    2.078    5.395    7.959    1.47    8.258    1.115    2.28    2.082    0.188    10.1021/acscatal.8b04478
CO_PtRh_211_hcp-t-1    0.947    2.783    2.77    1.007    3.513    9.333    3    -1.666    2.268    5.395    7.959    1.47    8.19    1.2    2.28    2.076    0.126    10.1021/acscatal.8b04478
CO_PtRh_211_top-s-1    0.838    2.783    2.75    1.04    3.9    7.0    1    -1.997    1.89    5.395    8.959    2.125    8.812    1.033    2.28    1.37    0.211    10.1021/acscatal.8b04478
CO_PtRh_211_top-s-2    0.738    2.783    2.728    0.99    3.32    7.0    1    -1.238    2.059    5.395    7.459    1.143    8.03    1.097    2.28    2.359    0.213    10.1021/acscatal.8b04478
CO_PtRh_211_top-t-1    1.234    2.783    2.77    1.04    3.9    9.0    1    -2.207    2.154    5.395    8.959    2.125    8.727    1.118    2.28    1.525    0.128    10.1021/acscatal.8b04478
CO_PtRh_211_top-t-2    0.825    2.783    2.753    0.99    3.32    9.0    1    -1.411    2.286    5.395    7.459    1.143    7.933    1.214    2.28    2.515    0.14    10.1021/acscatal.8b04478
CO_Rh_211_bridge1-s    0.941    2.734    2.7    0.99    3.32    8.0    2    -1.393    2.226    5.078    7.459    1.143    7.918    1.043    2.28    1.955    0.189    10.1021/acscatal.8b04478
CO_Rh_211_bridge1-t    0.976    2.734    2.72    0.99    3.32    9.5    2    -1.495    2.403    5.078    7.459    1.143    7.86    1.123    2.28    1.807    0.121    10.1021/acscatal.8b04478
CO_Rh_211_bridge2-s    0.714    2.734    2.694    0.99    3.32    7.0    2    -1.293    2.099    5.078    7.459    1.143    7.969    0.987    2.28    2.07    0.24    10.1021/acscatal.8b04478
CO_Rh_211_bridge2-t    0.941    2.734    2.707    0.99    3.32    9.0    2    -1.493    2.354    5.078    7.459    1.143    7.871    1.1    2.28    1.841    0.137    10.1021/acscatal.8b04478
CO_Rh_211_bridge3-s    0.879    2.734    2.714    0.99    3.32    8.5    2    -1.395    2.275    5.078    7.459    1.143    7.907    1.066    2.28    1.921    0.173    10.1021/acscatal.8b04478
CO_Rh_211_fcc-s    0.959    2.734    2.703    0.99    3.32    8.333    3    -1.426    2.27    5.078    7.459    1.143    7.906    1.063    2.28    1.918    0.171    10.1021/acscatal.8b04478
CO_Rh_211_fcc-t    1.017    2.734    2.725    0.99    3.32    9.667    3    -1.496    2.419    5.078    7.459    1.143    7.858    1.13    2.28    1.796    0.116    10.1021/acscatal.8b04478
CO_Rh_211_hcp-s    0.763    2.734    2.698    0.99    3.32    7.667    3    -1.359    2.184    5.078    7.459    1.143    7.937    1.025    2.28    1.994    0.206    10.1021/acscatal.8b04478
CO_Rh_211_hcp-t    0.847    2.734    2.716    0.99    3.32    9.333    3    -1.494    2.387    5.078    7.459    1.143    7.865    1.115    2.28    1.819    0.127    10.1021/acscatal.8b04478
CO_Rh_211_top-s    0.753    2.734    2.694    0.99    3.32    7.0    1    -1.293    2.1    5.078    7.459    1.143    7.974    0.988    2.28    2.071    0.24    10.1021/acscatal.8b04478
CO_Rh_211_top-t    0.881    2.734    2.707    0.99    3.32    9.0    1    -1.494    2.355    5.078    7.459    1.143    7.87    1.1    2.28    1.841    0.137    10.1021/acscatal.8b04478
CO_Ru_211_bridge2-s    0.665    2.732    2.683    1.05    3.87    7.0    2    -1.158    1.939    4.889    7.361    1.046    7.152    0.809    2.2    1.745    0.269    10.1021/acscatal.8b04478
CO_Ru_211_bridge3-s    0.788    2.732    2.703    1.05    3.87    8.5    2    -1.252    2.065    4.889    7.361    1.046    7.115    0.878    2.2    1.552    0.196    10.1021/acscatal.8b04478
CO_Ru_211_fcc-s    0.988    2.732    2.692    1.05    3.87    8.333    3    -1.296    2.07    4.889    7.361    1.046    7.095    0.871    2.2    1.457    0.185    10.1021/acscatal.8b04478
CO_Ru_211_fcc-t    0.853    2.732    2.715    1.05    3.87    9.667    3    -1.354    2.173    4.889    7.361    1.046    7.072    0.932    2.2    1.343    0.13    10.1021/acscatal.8b04478
CO_Ru_211_four-fold-s    0.986    2.732    2.703    1.05    3.87    8.5    4    -1.253    2.065    4.889    7.361    1.046    7.114    0.878    2.2    1.552    0.196    10.1021/acscatal.8b04478
CO_Ru_211_hcp-s    0.743    2.732    2.687    1.05    3.87    7.667    3    -1.227    2.004    4.889    7.361    1.046    7.123    0.84    2.2    1.601    0.227    10.1021/acscatal.8b04478
CO_Ru_211_hcp-t    0.747    2.732    2.706    1.05    3.87    9.333    3    -1.359    2.154    4.889    7.361    1.046    7.068    0.917    2.2    1.328    0.137    10.1021/acscatal.8b04478
CO_Ru_211_top-s    0.742    2.732    2.683    1.05    3.87    7.0    1    -1.159    1.939    4.889    7.361    1.046    7.152    0.808    2.2    1.745    0.269    10.1021/acscatal.8b04478
CO_Ru_211_top-t    0.867    2.732    2.696    1.05    3.87    9.0    1    -1.365    2.135    4.889    7.361    1.046    7.066    0.902    2.2    1.312    0.143    10.1021/acscatal.8b04478
H_Ag_211_bridge2-s    0.431    2.985    2.946    0.89    2.26    7.0    2    -4.008    0.934    4.427    7.576    1.304    9.856    1.051    1.93    0.031    0.29    10.1021/acscatal.8b04478
H_Ag_211_fcc-s    0.467    2.985    2.963    0.89    2.26    8.333    3    -4.024    1.059    4.427    7.576    1.304    9.85    1.116    1.93    0.037    0.284    10.1021/acscatal.8b04478
H_Ag_211_fcc-t    0.469    2.985    2.98    0.89    2.26    9.667    3    -4.062    1.129    4.427    7.576    1.304    9.842    1.186    1.93    0.041    0.268    10.1021/acscatal.8b04478
H_Ag_211_hcp-s    0.439    2.985    2.955    0.89    2.26    7.667    3    -4.016    0.996    4.427    7.576    1.304    9.853    1.084    1.93    0.034    0.287    10.1021/acscatal.8b04478
H_Ag_211_hcp-t    0.43    2.985    2.976    0.89    2.26    9.333    3    -4.047    1.126    4.427    7.576    1.304    9.841    1.167    1.93    0.04    0.275    10.1021/acscatal.8b04478
H_Ag@Cu_211_bridge2-s-1    0.185    2.603    2.642    0.78    1.63    7.0    2    -3.229    1.054    4.685    7.651    1.27    9.791    1.03    1.915    0.066    0.274    10.1021/acscatal.8b04478
H_Ag@Cu_211_bridge2-s-2    0.03    2.603    2.552    0.67    1.0    7.0    2    -2.316    0.977    4.685    7.726    1.236    9.796    1.173    1.9    0.089    0.29    10.1021/acscatal.8b04478
H_Ag@Cu_211_fcc-s-2    0.06    2.603    2.576    0.67    1.0    8.333    3    -2.375    1.035    4.685    7.726    1.236    9.756    1.219    1.9    0.099    0.262    10.1021/acscatal.8b04478
H_Ag@Cu_211_fcc-t-1    0.148    2.603    2.6    0.67    1.0    9.667    3    -2.453    1.099    4.685    7.726    1.236    9.733    1.285    1.9    0.104    0.235    10.1021/acscatal.8b04478
H_Ag@Cu_211_fcc-t-2    0.127    2.603    2.589    0.67    1.0    9.667    3    -2.452    1.126    4.685    7.726    1.236    9.739    1.269    1.9    0.106    0.23    10.1021/acscatal.8b04478
H_Ag@Cu_211_four-fold-s-2    0.255    2.603    2.575    0.67    1.0    8.5    4    -2.394    1.056    4.685    7.726    1.236    9.764    1.23    1.9    0.097    0.257    10.1021/acscatal.8b04478
H_Ag@Cu_211_hcp-s-2    0.002    2.603    2.559    0.67    1.0    7.667    3    -2.348    1.021    4.685    7.726    1.236    9.782    1.194    1.9    0.094    0.274    10.1021/acscatal.8b04478
H_Ag@Cu_211_hcp-t-1    0.07    2.603    2.602    0.67    1.0    9.333    3    -2.429    1.061    4.685    7.726    1.236    9.728    1.272    1.9    0.104    0.245    10.1021/acscatal.8b04478
H_Ag@Cu_211_hcp-t-2    0.084    2.603    2.591    0.67    1.0    9.333    3    -2.427    1.088    4.685    7.726    1.236    9.734    1.257    1.9    0.105    0.24    10.1021/acscatal.8b04478
H_AgAu_211_bridge2-s-1    0.277    2.973    2.941    0.95    2.805    7.0    2    -3.514    1.131    4.839    8.401    1.807    9.79    1.114    2.235    0.053    0.268    10.1021/acscatal.8b04478
H_AgAu_211_bridge2-s-2    0.3    2.973    2.941    0.95    2.805    7.0    2    -3.514    1.131    4.839    8.401    1.807    9.79    1.114    2.235    0.053    0.268    10.1021/acscatal.8b04478
H_AgAu_211_fcc-s-1    0.444    2.973    2.965    0.93    2.623    8.333    3    -3.679    1.18    4.839    8.126    1.639    9.786    1.136    2.133    0.056    0.239    10.1021/acscatal.8b04478
H_AgAu_211_fcc-t-2    0.553    2.973    2.978    0.93    2.623    9.667    3    -3.756    1.257    4.839    8.126    1.639    9.764    1.201    2.133    0.06    0.228    10.1021/acscatal.8b04478
H_AgAu_211_hcp-s-1    0.418    2.973    2.949    0.97    2.987    7.667    3    -3.457    1.215    4.839    8.676    1.974    9.763    1.186    2.337    0.064    0.269    10.1021/acscatal.8b04478
H_AgAu_211_hcp-t-2    0.504    2.973    2.976    0.93    2.623    9.333    3    -3.715    1.246    4.839    8.126    1.639    9.768    1.187    2.133    0.06    0.233    10.1021/acscatal.8b04478
H_AgPd_211_bridge2-s-1    0.041    2.883    2.866    0.915    2.52    7.0    2    -2.343    1.118    4.895    7.957    0.933    9.672    0.795    2.065    0.262    0.193    10.1021/acscatal.8b04478
H_AgPd_211_bridge2-s-2    0.091    2.883    2.866    0.915    2.52    7.0    2    -2.343    1.118    4.895    7.957    0.933    9.672    0.795    2.065    0.262    0.193    10.1021/acscatal.8b04478
H_AgPd_211_four-fold-s-1    -0.004    2.883    2.88    0.915    2.52    8.5    4    -2.409    1.21    4.895    7.957    0.933    9.645    0.868    2.065    0.275    0.173    10.1021/acscatal.8b04478
H_AgPd_211_four-fold-s-2    0.128    2.883    2.88    0.915    2.52    8.5    4    -2.409    1.21    4.895    7.957    0.933    9.645    0.868    2.065    0.275    0.173    10.1021/acscatal.8b04478
H_Au_211_bridge2-s    0.309    2.99    2.936    1.01    3.35    7.0    2    -3.127    1.323    5.28    9.226    2.309    9.732    1.2    2.54    0.079    0.26    10.1021/acscatal.8b04478
H_Au_211_fcc-s    0.471    2.99    2.967    1.01    3.35    8.333    3    -3.182    1.396    5.28    9.226    2.309    9.734    1.254    2.54    0.091    0.242    10.1021/acscatal.8b04478
H_Au_211_fcc-t    0.528    2.99    2.993    1.01    3.35    9.667    3    -3.283    1.455    5.28    9.226    2.309    9.715    1.303    2.54    0.098    0.22    10.1021/acscatal.8b04478
H_Au_211_hcp-t    0.499    2.99    2.988    1.01    3.35    9.333    3    -3.246    1.444    5.28    9.226    2.309    9.724    1.292    2.54    0.098    0.227    10.1021/acscatal.8b04478
H_Au@Ni_211_bridge2-s-1    -0.084    2.502    2.572    0.86    2.255    7.0    2    -2.302    1.599    5.04    8.433    1.733    9.171    1.166    2.225    1.134    0.212    10.1021/acscatal.8b04478
H_Au@Ni_211_bridge2-s-2    -0.366    2.502    2.465    0.71    1.16    7.0    2    -1.149    1.674    5.04    7.64    1.157    8.768    1.173    1.91    2.065    0.214    10.1021/acscatal.8b04478
H_Au@Ni_211_fcc-s-2    -0.359    2.502    2.483    0.71    1.16    8.333    3    -1.218    1.763    5.04    7.64    1.157    8.723    1.235    1.91    1.988    0.167    10.1021/acscatal.8b04478
H_Au@Ni_211_fcc-t-1    -0.276    2.502    2.508    0.71    1.16    9.667    3    -1.261    1.864    5.04    7.64    1.157    8.691    1.303    1.91    1.856    0.126    10.1021/acscatal.8b04478
H_Au@Ni_211_fcc-t-2    -0.301    2.502    2.491    0.71    1.16    9.667    3    -1.294    1.878    5.04    7.64    1.157    8.711    1.304    1.91    1.864    0.124    10.1021/acscatal.8b04478
H_Au@Ni_211_four-fold-s-2    -0.236    2.502    2.482    0.71    1.16    8.5    4    -1.225    1.788    5.04    7.64    1.157    8.741    1.246    1.91    1.953    0.164    10.1021/acscatal.8b04478
H_Au@Ni_211_hcp-s-2    -0.401    2.502    2.468    0.71    1.16    7.667    3    -1.193    1.726    5.04    7.64    1.157    8.746    1.206    1.91    2.012    0.19    10.1021/acscatal.8b04478
H_Au@Ni_211_hcp-t-1    -0.324    2.502    2.511    0.71    1.16    9.333    3    -1.235    1.826    5.04    7.64    1.157    8.689    1.283    1.91    1.907    0.137    10.1021/acscatal.8b04478
H_Au@Ni_211_hcp-t-2    -0.345    2.502    2.495    0.71    1.16    9.333    3    -1.268    1.839    5.04    7.64    1.157    8.709    1.284    1.91    1.915    0.134    10.1021/acscatal.8b04478
H_Co_0001_bridge2-s    -0.294    2.504    2.464    0.76    1.34    7.0    2    -1.211    1.88    4.819    7.881    0.662    7.65    1.134    1.88    1.116    0.239    this work
H_Co_0001_bridge2-t-2    -0.199    2.504    2.476    0.76    1.34    9.0    2    -1.192    2.026    4.819    7.881    0.662    7.718    1.276    1.88    1.096    0.198    this work
H_Co_0001_bridge3-s    -0.037    2.504    2.484    0.76    1.34    8.5    2    -1.223    1.991    4.819    7.881    0.662    7.686    1.217    1.88    1.065    0.189    this work
H_Co_0001_fcc-s    -0.321    2.504    2.472    0.76    1.34    8.333    3    -1.198    1.977    4.819    7.881    0.662    7.696    1.229    1.88    1.103    0.212    this work
H_Co_0001_fcc-t    -0.269    2.504    2.492    0.76    1.34    9.333    3    -1.211    2.051    4.819    7.881    0.662    7.73    1.25    1.88    1.029    0.156    this work
H_Co_0001_four-fold-s    -0.133    2.504    2.484    0.76    1.34    8.5    4    -1.223    1.992    4.819    7.881    0.662    7.68    1.217    1.88    1.065    0.189    this work
H_Co_0001_hcp-s    -0.365    2.504    2.468    0.76    1.34    7.667    3    -1.205    1.929    4.819    7.881    0.662    7.672    1.181    1.88    1.109    0.225    this work
H_Co_0001_hcp-t    -0.18    2.504    2.499    0.76    1.34    9.667    3    -1.223    2.078    4.819    7.881    0.662    7.719    1.275    1.88    1.022    0.147    this work
H_Co_0001_top-s    0.203    2.504    2.464    0.76    1.34    7.0    1    -1.211    1.88    4.819    7.881    0.662    7.654    1.133    1.88    1.116    0.239    this work
H_Co_211_bridge2-s    -0.304    2.509    2.468    0.76    1.34    7.0    2    -1.256    1.87    4.828    7.881    0.662    7.687    1.143    1.88    1.225    0.242    this work
H_Co_211_bridge3-s    -0.027    2.509    2.488    0.76    1.34    8.5    2    -1.274    1.99    4.828    7.881    0.662    7.677    1.227    1.88    1.118    0.188    this work
H_Co_211_fcc-s    -0.27    2.509    2.478    0.76    1.34    8.333    3    -1.245    2.002    4.828    7.881    0.662    7.662    1.219    1.88    1.043    0.184    this work
H_Co_211_fcc-t    -0.197    2.509    2.5    0.76    1.34    9.667    3    -1.272    2.096    4.828    7.881    0.662    7.656    1.293    1.88    0.99    0.14    this work
H_Co_211_four-fold-s    -0.116    2.509    2.488    0.76    1.34    8.5    4    -1.272    1.99    4.828    7.881    0.662    7.672    1.227    1.88    1.117    0.188    this work
H_Co_211_hcp-s    -0.355    2.509    2.473    0.76    1.34    7.667    3    -1.251    1.936    4.828    7.881    0.662    7.677    1.181    1.88    1.134    0.213    this work
H_Co_211_hcp-t    -0.257    2.509    2.492    0.76    1.34    9.333    3    -1.256    2.082    4.828    7.881    0.662    7.653    1.276    1.88    0.971    0.148    this work
H_Co_211_top-s    0.2    2.509    2.468    0.76    1.34    7.0    1    -1.254    1.871    4.828    7.881    0.662    7.68    1.142    1.88    1.224    0.242    this work
H_Cu_211_bridge2-s    0.026    2.603    2.556    0.67    1.0    7.0    2    -2.282    0.955    4.719    7.726    1.236    9.722    1.129    1.9    0.09    0.264    10.1021/acscatal.8b04478
